year,region,residence,metric,unit,value
2016,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,39.58249442220181
2016,SOUTHEAST ASIA,Philippines,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,14.80464007400871
2016,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,12.05181513916569
2016,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,13.95902521862938
2016,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,2.187913557924386
2016,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,6.267705930121167
2016,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,3.073270302251472
2016,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Amount spent | Others,%,8.073135355349045
2016,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,56.21057593124616
2016,SOUTHEAST ASIA,Thailand,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,40.78659295449259
2016,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,48.61989977563371
2016,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,47.80160767655549
2016,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,4.557121524760944
2016,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,4.479090436295965
2016,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,7.553754733698584
2016,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Popularity | Others,%,23.01796882452367
2016,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,34.10965090987386
2016,SOUTHEAST ASIA,Thailand,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,21.30656824814713
2016,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,11.54063091950269
2016,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,13.73591789218076
2016,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,2.474779399579744
2016,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,4.165385703764261
2016,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,5.877221356868245
2016,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Amount spent | Others,%,6.789845570539775
2016,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,63.01036902690593
2016,SOUTHEAST ASIA,Vietnam,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,31.87956224945953
2016,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,44.96774490114119
2016,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,41.60704315015295
2016,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,2.519781070289925
2016,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,5.415302047405666
2016,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,4.716874576706072
2016,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Popularity | Others,%,21.34581570288611
2016,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,45.08550014580764
2016,SOUTHEAST ASIA,Vietnam,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,14.55482716872859
2016,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,11.20220139339159
2016,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,10.38892500032965
2016,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,1.453087282877213
2016,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,6.050857004357331
2016,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,2.025309288517641
2016,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Amount spent | Others,%,9.23929271616609
2016,GREATER CHINA,China,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,53.50048893141727
2016,GREATER CHINA,China,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,52.91382449444484
2016,GREATER CHINA,China,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,43.99634474011042
2016,GREATER CHINA,China,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,35.9841322465845
2016,GREATER CHINA,China,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,6.947141485147522
2016,GREATER CHINA,China,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,3.131615694845189
2016,GREATER CHINA,China,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,5.473982311682692
2016,GREATER CHINA,China,Shopping Items Purchased in terms of Popularity | Others,%,26.28937552856118
2016,GREATER CHINA,China,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,40.18903009314266
2016,GREATER CHINA,China,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,22.74319938040358
2016,GREATER CHINA,China,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,7.412931875163854
2016,GREATER CHINA,China,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,5.562077980867176
2016,GREATER CHINA,China,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,8.179753976394228
2016,GREATER CHINA,China,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,2.603170968989031
2016,GREATER CHINA,China,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,4.855647388521063
2016,GREATER CHINA,China,Shopping Items Purchased in terms of Amount spent | Others,%,8.45418833637735
2016,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,53.47433655829722
2016,GREATER CHINA,Hong Kong SAR,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,34.79432628276426
2016,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,67.2950438303333
2016,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,41.2170972090117
2016,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,2.134765213037999
2016,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,3.977131463054459
2016,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,4.963274673942587
2016,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Popularity | Others,%,18.26509362877058
2016,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,35.65147647734624
2016,GREATER CHINA,Hong Kong SAR,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,19.42030008190505
2016,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,18.77277404150698
2016,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,9.00905538021872
2016,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,2.768272501138448
2016,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,2.478408087420125
2016,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,3.171170214835929
2016,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Amount spent | Others,%,8.728543216025221
2016,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,55.90301870413028
2016,GREATER CHINA,Taiwan,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,33.6668980458884
2016,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,58.74267660899642
2016,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,48.44079905524855
2016,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,3.991723756645462
2016,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,3.401521300016482
2016,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,4.345635666925372
2016,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Popularity | Others,%,17.77723450563827
2016,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,34.23358398700001
2016,GREATER CHINA,Taiwan,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,15.78219601021662
2016,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,15.84573962590136
2016,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,11.92899715596757
2016,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,1.997644535985956
2016,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,7.809376278989205
2016,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,2.195582019388834
2016,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Amount spent | Others,%,10.20688038644526
2016,NORTH ASIA,Japan,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,50.22654513888471
2016,NORTH ASIA,Japan,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,36.65167662641672
2016,NORTH ASIA,Japan,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,41.40369623699873
2016,NORTH ASIA,Japan,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,62.57241351339243
2016,NORTH ASIA,Japan,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,4.881444551818851
2016,NORTH ASIA,Japan,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,4.412252825266151
2016,NORTH ASIA,Japan,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,6.609473826569185
2016,NORTH ASIA,Japan,Shopping Items Purchased in terms of Popularity | Others,%,17.83216660956171
2016,NORTH ASIA,Japan,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,39.2046302828975
2016,NORTH ASIA,Japan,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,14.78031277952954
2016,NORTH ASIA,Japan,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,9.067167285160362
2016,NORTH ASIA,Japan,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,17.9436762276763
2016,NORTH ASIA,Japan,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,5.757207678071583
2016,NORTH ASIA,Japan,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,3.656518618234545
2016,NORTH ASIA,Japan,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,3.242413171473367
2016,NORTH ASIA,Japan,Shopping Items Purchased in terms of Amount spent | Others,%,6.348073956938232
2016,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,56.40990647662962
2016,NORTH ASIA,South Korea,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,33.11545416599786
2016,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,41.39943348077126
2016,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,52.86145098840027
2016,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,4.318175228658834
2016,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,6.097966565017113
2016,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,6.896862892676216
2016,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Popularity | Others,%,19.16124147559843
2016,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,40.81990152764998
2016,NORTH ASIA,South Korea,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,15.75042112301353
2016,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,10.99620679706153
2016,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,15.80770535758902
2016,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,3.221625827097155
2016,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,3.730936369034995
2016,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,2.377343464434084
2016,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Amount spent | Others,%,7.295859534237255
2016,SOUTH ASIA,India,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,59.32195198777497
2016,SOUTH ASIA,India,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,35.57314690669416
2016,SOUTH ASIA,India,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,44.25710084807432
2016,SOUTH ASIA,India,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,53.99096605002067
2016,SOUTH ASIA,India,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,10.19074212254686
2016,SOUTH ASIA,India,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,11.83587961553087
2016,SOUTH ASIA,India,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,11.95399394023269
2016,SOUTH ASIA,India,Shopping Items Purchased in terms of Popularity | Others,%,24.34124869975172
