series,level,freq,date,value
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2018-06,-1.9
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2018-07,-2.7
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2018-08,-1.2
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2018-09,-2.0
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2018-10,-1.4
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2018-11,1.5
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2018-12,0.0
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2019-01,1.4
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2019-02,3.3
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2019-03,-2.1
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2019-04,0.6
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2019-05,1.4
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2019-06,2.0
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2019-07,1.0
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2019-08,2.1
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2019-09,1.0
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2019-10,2.1
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2019-11,-0.5
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2019-12,-3.0
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2020-01,2.1
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2020-02,17.0
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2020-03,85.5
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2020-04,1112.8
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2020-05,1369.4
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2020-06,1424.9
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2020-07,1432.3
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2020-08,1233.7
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2020-09,927.6
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2020-10,740.4
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2020-11,638.0
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2020-12,553.0
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2021-01,560.4
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2021-02,547.5
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2021-03,371.6
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2021-04,-26.2
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2021-05,-45.6
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2021-06,-39.0
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2021-07,-44.3
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2021-08,-44.1
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2021-09,-27.5
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2021-10,-8.8
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2021-11,-30.3
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2021-12,-35.4
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2022-01,-18.4
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2022-02,-35.6
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2022-03,-54.6
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2022-04,-74.6
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2022-05,-78.4
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2022-06,-83.1
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2022-07,-82.5
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2022-08,-81.7
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2022-09,-82.2
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2022-10,-82.5
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2022-11,-74.2
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2022-12,-68.4
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2023-01,-77.0
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2023-02,-77.5
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2023-03,-69.5
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2023-04,-48.9
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2023-05,-36.8
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2023-06,-29.7
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2023-07,-25.5
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2023-08,-17.9
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2023-09,-16.6
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2023-10,-19.0
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2023-11,-17.6
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2023-12,-14.8
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2024-01,-19.1
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2024-02,-7.5
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2024-03,-12.1
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2024-04,-8.6
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2024-05,-3.9
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2024-06,-5.2
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2024-07,-4.1
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2024-08,-7.6
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2024-09,-2.7
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2024-10,-1.9
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2024-11,3.5
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2024-12,-1.4
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2025-01,0.8
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2025-02,-1.1
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2025-03,3.8
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2025-04,-0.1
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2025-05,-3.8
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2025-06,-2.4
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2025-07,-4.7
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2025-08,-2.4
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2025-09,-4.7
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2025-10,-3.1
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2025-11,-6.8
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2025-12,-0.8
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2026-01,-2.5
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2026-02,-2.3
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2026-03,-4.5
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2026-04,-2.1
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2026-05,0.5
"Average Length Of Stay, Year On Year Change (Per Cent)",group,monthly,2026-06,-3.0
Total International Visitor Arrivals (Number),total,monthly,2008-01,878499.0
Total International Visitor Arrivals (Number),total,monthly,2008-02,768034.0
Total International Visitor Arrivals (Number),total,monthly,2008-03,860202.0
Total International Visitor Arrivals (Number),total,monthly,2008-04,773860.0
Total International Visitor Arrivals (Number),total,monthly,2008-05,776593.0
Total International Visitor Arrivals (Number),total,monthly,2008-06,760591.0
Total International Visitor Arrivals (Number),total,monthly,2008-07,858880.0
Total International Visitor Arrivals (Number),total,monthly,2008-08,819068.0
Total International Visitor Arrivals (Number),total,monthly,2008-09,672265.0
Total International Visitor Arrivals (Number),total,monthly,2008-10,820394.0
Total International Visitor Arrivals (Number),total,monthly,2008-11,722891.0
Total International Visitor Arrivals (Number),total,monthly,2008-12,791862.0
Total International Visitor Arrivals (Number),total,monthly,2009-01,786047.0
Total International Visitor Arrivals (Number),total,monthly,2009-02,656552.0
Total International Visitor Arrivals (Number),total,monthly,2009-03,753557.0
Total International Visitor Arrivals (Number),total,monthly,2009-04,733206.0
Total International Visitor Arrivals (Number),total,monthly,2009-05,694702.0
Total International Visitor Arrivals (Number),total,monthly,2009-06,701927.0
Total International Visitor Arrivals (Number),total,monthly,2009-07,833676.0
Total International Visitor Arrivals (Number),total,monthly,2009-08,826405.0
Total International Visitor Arrivals (Number),total,monthly,2009-09,754554.0
Total International Visitor Arrivals (Number),total,monthly,2009-10,808211.0
Total International Visitor Arrivals (Number),total,monthly,2009-11,796273.0
Total International Visitor Arrivals (Number),total,monthly,2009-12,869834.0
Total International Visitor Arrivals (Number),total,monthly,2010-01,924564.0
Total International Visitor Arrivals (Number),total,monthly,2010-02,826545.0
Total International Visitor Arrivals (Number),total,monthly,2010-03,881804.0
Total International Visitor Arrivals (Number),total,monthly,2010-04,884861.0
Total International Visitor Arrivals (Number),total,monthly,2010-05,915097.0
Total International Visitor Arrivals (Number),total,monthly,2010-06,889523.0
Total International Visitor Arrivals (Number),total,monthly,2010-07,1044116.0
Total International Visitor Arrivals (Number),total,monthly,2010-08,985752.0
Total International Visitor Arrivals (Number),total,monthly,2010-09,901546.0
Total International Visitor Arrivals (Number),total,monthly,2010-10,939225.0
Total International Visitor Arrivals (Number),total,monthly,2010-11,926337.0
Total International Visitor Arrivals (Number),total,monthly,2010-12,1007543.0
Total International Visitor Arrivals (Number),total,monthly,2011-01,1098420.0
Total International Visitor Arrivals (Number),total,monthly,2011-02,953804.0
Total International Visitor Arrivals (Number),total,monthly,2011-03,1014598.0
Total International Visitor Arrivals (Number),total,monthly,2011-04,1042104.0
Total International Visitor Arrivals (Number),total,monthly,2011-05,1034352.0
Total International Visitor Arrivals (Number),total,monthly,2011-06,1008452.0
Total International Visitor Arrivals (Number),total,monthly,2011-07,1231665.0
Total International Visitor Arrivals (Number),total,monthly,2011-08,1116857.0
Total International Visitor Arrivals (Number),total,monthly,2011-09,1019383.0
Total International Visitor Arrivals (Number),total,monthly,2011-10,1045917.0
Total International Visitor Arrivals (Number),total,monthly,2011-11,996617.0
Total International Visitor Arrivals (Number),total,monthly,2011-12,1082324.0
Total International Visitor Arrivals (Number),total,monthly,2012-01,1242918.0
Total International Visitor Arrivals (Number),total,monthly,2012-02,1093569.0
Total International Visitor Arrivals (Number),total,monthly,2012-03,1178340.0
Total International Visitor Arrivals (Number),total,monthly,2012-04,1158399.0
Total International Visitor Arrivals (Number),total,monthly,2012-05,1105335.0
Total International Visitor Arrivals (Number),total,monthly,2012-06,1086489.0
Total International Visitor Arrivals (Number),total,monthly,2012-07,1249355.0
Total International Visitor Arrivals (Number),total,monthly,2012-08,1273020.0
Total International Visitor Arrivals (Number),total,monthly,2012-09,1002435.0
Total International Visitor Arrivals (Number),total,monthly,2012-10,1148771.0
Total International Visitor Arrivals (Number),total,monthly,2012-11,1162183.0
Total International Visitor Arrivals (Number),total,monthly,2012-12,1236424.0
Total International Visitor Arrivals (Number),total,monthly,2013-01,1316952.0
Total International Visitor Arrivals (Number),total,monthly,2013-02,1185751.0
Total International Visitor Arrivals (Number),total,monthly,2013-03,1309397.0
Total International Visitor Arrivals (Number),total,monthly,2013-04,1227047.0
Total International Visitor Arrivals (Number),total,monthly,2013-05,1233542.0
Total International Visitor Arrivals (Number),total,monthly,2013-06,1235672.0
Total International Visitor Arrivals (Number),total,monthly,2013-07,1357088.0
Total International Visitor Arrivals (Number),total,monthly,2013-08,1456190.0
Total International Visitor Arrivals (Number),total,monthly,2013-09,1128860.0
Total International Visitor Arrivals (Number),total,monthly,2013-10,1160875.0
Total International Visitor Arrivals (Number),total,monthly,2013-11,1137413.0
Total International Visitor Arrivals (Number),total,monthly,2013-12,1234335.0
Total International Visitor Arrivals (Number),total,monthly,2014-01,1343648.0
Total International Visitor Arrivals (Number),total,monthly,2014-02,1233160.0
Total International Visitor Arrivals (Number),total,monthly,2014-03,1249675.0
Total International Visitor Arrivals (Number),total,monthly,2014-04,1195908.0
Total International Visitor Arrivals (Number),total,monthly,2014-05,1150394.0
Total International Visitor Arrivals (Number),total,monthly,2014-06,1145837.0
Total International Visitor Arrivals (Number),total,monthly,2014-07,1312342.0
Total International Visitor Arrivals (Number),total,monthly,2014-08,1370094.0
Total International Visitor Arrivals (Number),total,monthly,2014-09,1048464.0
Total International Visitor Arrivals (Number),total,monthly,2014-10,1155348.0
Total International Visitor Arrivals (Number),total,monthly,2014-11,1095132.0
Total International Visitor Arrivals (Number),total,monthly,2014-12,1213355.0
Total International Visitor Arrivals (Number),total,monthly,2015-01,1266819.0
Total International Visitor Arrivals (Number),total,monthly,2015-02,1147699.0
Total International Visitor Arrivals (Number),total,monthly,2015-03,1163929.0
Total International Visitor Arrivals (Number),total,monthly,2015-04,1132283.0
Total International Visitor Arrivals (Number),total,monthly,2015-05,1190243.0
Total International Visitor Arrivals (Number),total,monthly,2015-06,1139240.0
Total International Visitor Arrivals (Number),total,monthly,2015-07,1427501.0
Total International Visitor Arrivals (Number),total,monthly,2015-08,1431209.0
Total International Visitor Arrivals (Number),total,monthly,2015-09,1052798.0
Total International Visitor Arrivals (Number),total,monthly,2015-10,1194336.0
Total International Visitor Arrivals (Number),total,monthly,2015-11,1180393.0
Total International Visitor Arrivals (Number),total,monthly,2015-12,1268792.0
Total International Visitor Arrivals (Number),total,monthly,2016-01,1448355.0
Total International Visitor Arrivals (Number),total,monthly,2016-02,1315729.0
Total International Visitor Arrivals (Number),total,monthly,2016-03,1334929.0
Total International Visitor Arrivals (Number),total,monthly,2016-04,1316721.0
Total International Visitor Arrivals (Number),total,monthly,2016-05,1343467.0
Total International Visitor Arrivals (Number),total,monthly,2016-06,1213905.0
Total International Visitor Arrivals (Number),total,monthly,2016-07,1556655.0
Total International Visitor Arrivals (Number),total,monthly,2016-08,1479168.0
Total International Visitor Arrivals (Number),total,monthly,2016-09,1081193.0
Total International Visitor Arrivals (Number),total,monthly,2016-10,1204156.0
Total International Visitor Arrivals (Number),total,monthly,2016-11,1194763.0
Total International Visitor Arrivals (Number),total,monthly,2016-12,1349794.0
Total International Visitor Arrivals (Number),total,monthly,2017-01,1496754.0
Total International Visitor Arrivals (Number),total,monthly,2017-02,1358805.0
Total International Visitor Arrivals (Number),total,monthly,2017-03,1377851.0
Total International Visitor Arrivals (Number),total,monthly,2017-04,1419965.0
Total International Visitor Arrivals (Number),total,monthly,2017-05,1337630.0
Total International Visitor Arrivals (Number),total,monthly,2017-06,1311616.0
Total International Visitor Arrivals (Number),total,monthly,2017-07,1596103.0
Total International Visitor Arrivals (Number),total,monthly,2017-08,1515231.0
Total International Visitor Arrivals (Number),total,monthly,2017-09,1255703.0
Total International Visitor Arrivals (Number),total,monthly,2017-10,1392589.0
Total International Visitor Arrivals (Number),total,monthly,2017-11,1351489.0
Total International Visitor Arrivals (Number),total,monthly,2017-12,1431496.0
Total International Visitor Arrivals (Number),total,monthly,2018-01,1594026.0
Total International Visitor Arrivals (Number),total,monthly,2018-02,1473240.0
Total International Visitor Arrivals (Number),total,monthly,2018-03,1512927.0
Total International Visitor Arrivals (Number),total,monthly,2018-04,1496112.0
Total International Visitor Arrivals (Number),total,monthly,2018-05,1444114.0
Total International Visitor Arrivals (Number),total,monthly,2018-06,1480846.0
Total International Visitor Arrivals (Number),total,monthly,2018-07,1684190.0
Total International Visitor Arrivals (Number),total,monthly,2018-08,1661809.0
Total International Visitor Arrivals (Number),total,monthly,2018-09,1373355.0
Total International Visitor Arrivals (Number),total,monthly,2018-10,1439695.0
Total International Visitor Arrivals (Number),total,monthly,2018-11,1363474.0
Total International Visitor Arrivals (Number),total,monthly,2018-12,1354084.0
Total International Visitor Arrivals (Number),total,monthly,2019-01,1670196.0
Total International Visitor Arrivals (Number),total,monthly,2019-02,1465816.0
Total International Visitor Arrivals (Number),total,monthly,2019-03,1529019.0
Total International Visitor Arrivals (Number),total,monthly,2019-04,1493378.0
Total International Visitor Arrivals (Number),total,monthly,2019-05,1464268.0
Total International Visitor Arrivals (Number),total,monthly,2019-06,1505694.0
Total International Visitor Arrivals (Number),total,monthly,2019-07,1723838.0
Total International Visitor Arrivals (Number),total,monthly,2019-08,1723181.0
Total International Visitor Arrivals (Number),total,monthly,2019-09,1417836.0
Total International Visitor Arrivals (Number),total,monthly,2019-10,1491653.0
Total International Visitor Arrivals (Number),total,monthly,2019-11,1477301.0
Total International Visitor Arrivals (Number),total,monthly,2019-12,1594457.0
Total International Visitor Arrivals (Number),total,monthly,2020-01,1753311.0
Total International Visitor Arrivals (Number),total,monthly,2020-02,778162.0
Total International Visitor Arrivals (Number),total,monthly,2020-03,255112.0
Total International Visitor Arrivals (Number),total,monthly,2020-04,5010.0
Total International Visitor Arrivals (Number),total,monthly,2020-05,3985.0
Total International Visitor Arrivals (Number),total,monthly,2020-06,4787.0
Total International Visitor Arrivals (Number),total,monthly,2020-07,3409.0
Total International Visitor Arrivals (Number),total,monthly,2020-08,3063.0
Total International Visitor Arrivals (Number),total,monthly,2020-09,2420.0
Total International Visitor Arrivals (Number),total,monthly,2020-10,2744.0
Total International Visitor Arrivals (Number),total,monthly,2020-11,3240.0
Total International Visitor Arrivals (Number),total,monthly,2020-12,5334.0
Total International Visitor Arrivals (Number),total,monthly,2021-01,5918.0
Total International Visitor Arrivals (Number),total,monthly,2021-02,4304.0
Total International Visitor Arrivals (Number),total,monthly,2021-03,5928.0
Total International Visitor Arrivals (Number),total,monthly,2021-04,6230.0
Total International Visitor Arrivals (Number),total,monthly,2021-05,6661.0
Total International Visitor Arrivals (Number),total,monthly,2021-06,4959.0
Total International Visitor Arrivals (Number),total,monthly,2021-07,5406.0
Total International Visitor Arrivals (Number),total,monthly,2021-08,5053.0
Total International Visitor Arrivals (Number),total,monthly,2021-09,5033.0
Total International Visitor Arrivals (Number),total,monthly,2021-10,6406.0
Total International Visitor Arrivals (Number),total,monthly,2021-11,10040.0
Total International Visitor Arrivals (Number),total,monthly,2021-12,22535.0
Total International Visitor Arrivals (Number),total,monthly,2022-01,28891.0
Total International Visitor Arrivals (Number),total,monthly,2022-02,33627.0
Total International Visitor Arrivals (Number),total,monthly,2022-03,64995.0
Total International Visitor Arrivals (Number),total,monthly,2022-04,203848.0
Total International Visitor Arrivals (Number),total,monthly,2022-05,382361.0
Total International Visitor Arrivals (Number),total,monthly,2022-06,480906.0
Total International Visitor Arrivals (Number),total,monthly,2022-07,666323.0
Total International Visitor Arrivals (Number),total,monthly,2022-08,685839.0
Total International Visitor Arrivals (Number),total,monthly,2022-09,691452.0
Total International Visitor Arrivals (Number),total,monthly,2022-10,806219.0
Total International Visitor Arrivals (Number),total,monthly,2022-11,775806.0
Total International Visitor Arrivals (Number),total,monthly,2022-12,816448.0
Total International Visitor Arrivals (Number),total,monthly,2023-01,958498.0
Total International Visitor Arrivals (Number),total,monthly,2023-02,908294.0
Total International Visitor Arrivals (Number),total,monthly,2023-03,965404.0
Total International Visitor Arrivals (Number),total,monthly,2023-04,1048781.0
Total International Visitor Arrivals (Number),total,monthly,2023-05,1097757.0
Total International Visitor Arrivals (Number),total,monthly,2023-06,1045382.0
Total International Visitor Arrivals (Number),total,monthly,2023-07,1366357.0
Total International Visitor Arrivals (Number),total,monthly,2023-08,1308191.0
Total International Visitor Arrivals (Number),total,monthly,2023-09,1056290.0
Total International Visitor Arrivals (Number),total,monthly,2023-10,1120295.0
Total International Visitor Arrivals (Number),total,monthly,2023-11,1056646.0
Total International Visitor Arrivals (Number),total,monthly,2023-12,1113842.0
Total International Visitor Arrivals (Number),total,monthly,2024-01,1399307.0
Total International Visitor Arrivals (Number),total,monthly,2024-02,1396637.0
Total International Visitor Arrivals (Number),total,monthly,2024-03,1427987.0
Total International Visitor Arrivals (Number),total,monthly,2024-04,1293076.0
Total International Visitor Arrivals (Number),total,monthly,2024-05,1232455.0
Total International Visitor Arrivals (Number),total,monthly,2024-06,1181712.0
Total International Visitor Arrivals (Number),total,monthly,2024-07,1530440.0
Total International Visitor Arrivals (Number),total,monthly,2024-08,1534318.0
Total International Visitor Arrivals (Number),total,monthly,2024-09,1220318.0
Total International Visitor Arrivals (Number),total,monthly,2024-10,1273901.0
Total International Visitor Arrivals (Number),total,monthly,2024-11,1175085.0
Total International Visitor Arrivals (Number),total,monthly,2024-12,1267695.0
Total International Visitor Arrivals (Number),total,monthly,2025-01,1564285.0
Total International Visitor Arrivals (Number),total,monthly,2025-02,1386449.0
Total International Visitor Arrivals (Number),total,monthly,2025-03,1232032.0
Total International Visitor Arrivals (Number),total,monthly,2025-04,1353053.0
Total International Visitor Arrivals (Number),total,monthly,2025-05,1320234.0
Total International Visitor Arrivals (Number),total,monthly,2025-06,1213841.0
Total International Visitor Arrivals (Number),total,monthly,2025-07,1571981.0
Total International Visitor Arrivals (Number),total,monthly,2025-08,1605433.0
Total International Visitor Arrivals (Number),total,monthly,2025-09,1175153.0
Total International Visitor Arrivals (Number),total,monthly,2025-10,1325667.0
Total International Visitor Arrivals (Number),total,monthly,2025-11,1247712.0
Total International Visitor Arrivals (Number),total,monthly,2025-12,1223956.0
Total International Visitor Arrivals (Number),total,monthly,2026-01,1489461.0
Total International Visitor Arrivals (Number),total,monthly,2026-02,1462569.0
Total International Visitor Arrivals (Number),total,monthly,2026-03,1406157.0
Total International Visitor Arrivals (Number),total,monthly,2026-04,1258298.0
Total International Visitor Arrivals (Number),total,monthly,2026-05,1208095.0
Total International Visitor Arrivals (Number),total,monthly,2026-06,1132432.0
Under 1 Day (Number),group,monthly,2008-01,212950.0
Under 1 Day (Number),group,monthly,2008-02,197754.0
Under 1 Day (Number),group,monthly,2008-03,210089.0
Under 1 Day (Number),group,monthly,2008-04,196235.0
Under 1 Day (Number),group,monthly,2008-05,188310.0
Under 1 Day (Number),group,monthly,2008-06,179926.0
Under 1 Day (Number),group,monthly,2008-07,199246.0
Under 1 Day (Number),group,monthly,2008-08,190223.0
Under 1 Day (Number),group,monthly,2008-09,169026.0
Under 1 Day (Number),group,monthly,2008-10,201476.0
Under 1 Day (Number),group,monthly,2008-11,187165.0
Under 1 Day (Number),group,monthly,2008-12,205634.0
Under 1 Day (Number),group,monthly,2009-01,188730.0
Under 1 Day (Number),group,monthly,2009-02,166371.0
Under 1 Day (Number),group,monthly,2009-03,187631.0
Under 1 Day (Number),group,monthly,2009-04,182541.0
Under 1 Day (Number),group,monthly,2009-05,161655.0
Under 1 Day (Number),group,monthly,2009-06,159543.0
Under 1 Day (Number),group,monthly,2009-07,186315.0
Under 1 Day (Number),group,monthly,2009-08,189860.0
Under 1 Day (Number),group,monthly,2009-09,176424.0
Under 1 Day (Number),group,monthly,2009-10,189146.0
Under 1 Day (Number),group,monthly,2009-11,194621.0
Under 1 Day (Number),group,monthly,2009-12,211391.0
Under 1 Day (Number),group,monthly,2010-01,217050.0
Under 1 Day (Number),group,monthly,2010-02,205529.0
Under 1 Day (Number),group,monthly,2010-03,212403.0
Under 1 Day (Number),group,monthly,2010-04,210528.0
Under 1 Day (Number),group,monthly,2010-05,192020.0
Under 1 Day (Number),group,monthly,2010-06,189011.0
Under 1 Day (Number),group,monthly,2010-07,218123.0
Under 1 Day (Number),group,monthly,2010-08,207424.0
Under 1 Day (Number),group,monthly,2010-09,201235.0
Under 1 Day (Number),group,monthly,2010-10,202673.0
Under 1 Day (Number),group,monthly,2010-11,200986.0
Under 1 Day (Number),group,monthly,2010-12,223547.0
Under 1 Day (Number),group,monthly,2011-01,233560.0
Under 1 Day (Number),group,monthly,2011-02,211345.0
Under 1 Day (Number),group,monthly,2011-03,228527.0
Under 1 Day (Number),group,monthly,2011-04,233547.0
Under 1 Day (Number),group,monthly,2011-05,219823.0
Under 1 Day (Number),group,monthly,2011-06,212865.0
Under 1 Day (Number),group,monthly,2011-07,248803.0
Under 1 Day (Number),group,monthly,2011-08,248222.0
Under 1 Day (Number),group,monthly,2011-09,229753.0
Under 1 Day (Number),group,monthly,2011-10,235132.0
Under 1 Day (Number),group,monthly,2011-11,227447.0
Under 1 Day (Number),group,monthly,2011-12,252068.0
Under 1 Day (Number),group,monthly,2012-01,284146.0
Under 1 Day (Number),group,monthly,2012-02,267702.0
Under 1 Day (Number),group,monthly,2012-03,305720.0
Under 1 Day (Number),group,monthly,2012-04,280762.0
Under 1 Day (Number),group,monthly,2012-05,260872.0
Under 1 Day (Number),group,monthly,2012-06,259112.0
Under 1 Day (Number),group,monthly,2012-07,278803.0
Under 1 Day (Number),group,monthly,2012-08,305689.0
Under 1 Day (Number),group,monthly,2012-09,245782.0
Under 1 Day (Number),group,monthly,2012-10,283732.0
Under 1 Day (Number),group,monthly,2012-11,306911.0
Under 1 Day (Number),group,monthly,2012-12,318587.0
Under 1 Day (Number),group,monthly,2013-01,322062.0
Under 1 Day (Number),group,monthly,2013-02,309304.0
Under 1 Day (Number),group,monthly,2013-03,343747.0
Under 1 Day (Number),group,monthly,2013-04,319077.0
Under 1 Day (Number),group,monthly,2013-05,311912.0
Under 1 Day (Number),group,monthly,2013-06,300027.0
Under 1 Day (Number),group,monthly,2013-07,311258.0
Under 1 Day (Number),group,monthly,2013-08,338497.0
Under 1 Day (Number),group,monthly,2013-09,272390.0
Under 1 Day (Number),group,monthly,2013-10,257166.0
Under 1 Day (Number),group,monthly,2013-11,279979.0
Under 1 Day (Number),group,monthly,2013-12,304049.0
Under 1 Day (Number),group,monthly,2014-01,313676.0
Under 1 Day (Number),group,monthly,2014-02,297363.0
Under 1 Day (Number),group,monthly,2014-03,298828.0
Under 1 Day (Number),group,monthly,2014-04,266510.0
Under 1 Day (Number),group,monthly,2014-05,248252.0
Under 1 Day (Number),group,monthly,2014-06,242100.0
Under 1 Day (Number),group,monthly,2014-07,269003.0
Under 1 Day (Number),group,monthly,2014-08,270892.0
Under 1 Day (Number),group,monthly,2014-09,228842.0
Under 1 Day (Number),group,monthly,2014-10,248470.0
Under 1 Day (Number),group,monthly,2014-11,252368.0
Under 1 Day (Number),group,monthly,2014-12,294969.0
Under 1 Day (Number),group,monthly,2015-01,290026.0
Under 1 Day (Number),group,monthly,2015-02,259460.0
Under 1 Day (Number),group,monthly,2015-03,257811.0
Under 1 Day (Number),group,monthly,2015-04,251551.0
Under 1 Day (Number),group,monthly,2015-05,249643.0
Under 1 Day (Number),group,monthly,2015-06,235716.0
Under 1 Day (Number),group,monthly,2015-07,298310.0
Under 1 Day (Number),group,monthly,2015-08,274118.0
Under 1 Day (Number),group,monthly,2015-09,219030.0
Under 1 Day (Number),group,monthly,2015-10,253093.0
Under 1 Day (Number),group,monthly,2015-11,271110.0
Under 1 Day (Number),group,monthly,2015-12,319672.0
Under 1 Day (Number),group,monthly,2016-01,337969.0
Under 1 Day (Number),group,monthly,2016-02,299201.0
Under 1 Day (Number),group,monthly,2016-03,315103.0
